#TYPE System.Diagnostics.Eventing.Reader.EventLogRecord,,,,,,,,,,,,,,,,,,,,,,,,,,
Message,Id,Version,Qualifiers,Level,Task,Opcode,Keywords,RecordId,ProviderName,ProviderId,LogName,ProcessId,ThreadId,MachineName,UserId,TimeCreated,ActivityId,RelatedActivityId,ContainerLog,MatchedQueryIds,Bookmark,LevelDisplayName,OpcodeDisplayName,TaskDisplayName,KeywordsDisplayNames,Properties
"The program powershell.exe version 10.0.18362.1 stopped interacting with Windows and was closed. To see if more information about the problem is available, check the problem history in the Security and Maintenance control panel.
 Process ID: 1614
 Start Time: 01d70d1e5479e715
 Termination Time: 7
 Application Path: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
 Report Id: fd2b9a66-352c-4220-88eb-c9d98ba082a7
 Faulting package full name: 
 Faulting package-relative application ID: 
 Hang type: Unknown
",1002,,0,2,101,,3.60E+16,3494,Application Hang,,Application,,,DESKTOP-8OGP4P6,,2/27/21 7:50,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Error,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Fault bucket 1897612512857986569, type 5
Event Name: AppHangB1
Response: Not available
Cab Id: 0

Problem signature:
P1: powershell.exe
P2: 10.0.18362.1
P3: fce6740d
P4: d89b
P5: 134217728
P6: 
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER1638.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER1658.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER1657.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER1668.tmp.txt
\\?\C:\Users\mcguertyj\AppData\Local\Temp\WER1F91.tmp.appcompat.txt

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppHang_powershell.exe_158242be4b5a173f716bff3f471ada0eb466527_9c07a242_52ff8921-a807-441c-a754-676a9edd907c

Analysis symbol: 
Rechecking for solution: 0
Report Id: fd2b9a66-352c-4220-88eb-c9d98ba082a7
Report Status: 268435456
Hashed bucket: c1251e81a77074716a55ac86c63c9609
Cab Guid: 0",1001,,0,4,0,,3.60E+16,3493,Windows Error Reporting,,Application,,,DESKTOP-8OGP4P6,,2/27/21 7:50,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-02-03T14:53:24Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,3492,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/27/21 6:53,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Service stopped.,0,,0,4,0,,3.60E+16,3491,edgeupdate,,Application,,,DESKTOP-8OGP4P6,,2/27/21 6:53,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Creator Subject:  Security ID:    Logon ID:  0x4bf  Target Subject:    Account Name:  rsmith   New Process Name: C:\Sales\forecast.exe   Process Command Line: C:\Windows\System32\cmd.exe c:\users\bwilliams\powershell.exe,4688,,0,4,0,,3.60E+16,3490,gupdate,,Application,,,DESKTOP-8OGP4P6,,2/27/21 6:53,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,,,,,System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,3489,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/27/21 6:52,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-02-02T21:22:13Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,3488,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/26/21 13:22,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,3487,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/26/21 13:21,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-02-02T21:12:33Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,3486,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/26/21 13:12,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,3485,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/26/21 13:12,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,3484,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/26/21 13:11,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,3483,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/26/21 13:11,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,3482,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/26/21 13:11,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,3481,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/26/21 13:11,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,3480,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/26/21 13:11,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Service stopped.,0,,0,4,0,,3.60E+16,3479,edgeupdate,,Application,,,DESKTOP-8OGP4P6,,2/26/21 13:11,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Creator Subject:  Security ID:    Logon ID:  0x4bf  Target Subject:    Account Name:  rsmith   New Process Name: C:\Sales\forecast.exe   Process Command Line: C:\Windows\System32\cmd.exe c:\users\bwilliams\ConEmu,4688,,0,4,0,,3.60E+16,3478,gupdate,,Application,,,DESKTOP-8OGP4P6,,2/26/21 13:11,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,,,,,System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,3477,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/26/21 13:10,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-02-02T02:16:23Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,3476,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/25/21 18:16,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,3475,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/25/21 18:15,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Failure to instantiate storage folder C:\Users\mcguertyj\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\LocalCache for package Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe with Error Code: -2147024809,13,0,,2,0,0,-9.22E+18,3473,Microsoft-Windows-AppModel-State,bff15e13-81bf-45ee-8b16-7cfead00da86,Application,6440,3120,DESKTOP-8OGP4P6,S-1-5-21-110707328-881830710-1281915939-1001,2/25/21 16:51,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Error,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-02-01T22:00:01Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,3472,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/25/21 14:00,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,3471,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/25/21 13:59,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,3470,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/25/21 13:59,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,3469,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/25/21 13:59,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Creator Subject:  Security ID:    Logon ID:  0x4bf  Target Subject:    Account Name:  rsmith   New Process Name: C:\Sales\forecast.exe  Process Command Line: C:\Windows\System32\cmd.exe c:\users\bwilliams\cygwin,4688,,0,4,0,,3.60E+16,3468,gupdate,,Application,,,DESKTOP-8OGP4P6,,2/25/21 12:08,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,,,,,System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-02-01T20:08:06Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,3467,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/25/21 12:08,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Service stopped.,0,,0,4,0,,3.60E+16,3466,edgeupdate,,Application,,,DESKTOP-8OGP4P6,,2/25/21 12:07,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,3465,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/25/21 12:07,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Fault bucket 1788978631161703178, type 5
Event Name: RADAR_PRE_LEAK_64
Response: Not available
Cab Id: 0

Problem signature:
P1: Microsoft.Photos.exe
P2: 2020.20110.11001.0
P3: 10.0.18363.2.0.0
P4: 
P5: 
P6: 
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Users\MCGUER~1\AppData\Local\Temp\RDRC3D5.tmp\empty.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WERC3D6.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WERC3E7.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WERC401.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WERC421.tmp.txt

These files may be available here:


Analysis symbol: 
Rechecking for solution: 0
Report Id: 5c94fb92-6e12-4800-9bb4-4561ad7f4aab
Report Status: 268435456
Hashed bucket: 64e8b282950b1961c8d3ba962d286b0a
Cab Guid: 0",1001,,0,4,0,,3.60E+16,3464,Windows Error Reporting,,Application,,,DESKTOP-8OGP4P6,,2/24/21 20:26,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Fault bucket 1509714290806571475, type 5
Event Name: RADAR_PRE_LEAK_64
Response: Not available
Cab Id: 0

Problem signature:
P1: explorer.exe
P2: 10.0.18362.1350
P3: 10.0.18363.2.0.0
P4: 
P5: 
P6: 
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Users\MCGUER~1\AppData\Local\Temp\RDR3021.tmp\empty.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER3032.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER3042.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER306F.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER3090.tmp.txt

These files may be available here:


Analysis symbol: 
Rechecking for solution: 0
Report Id: 3cf81d3f-5ba5-4c1c-a9a3-21cec59f4fa0
Report Status: 268435456
Hashed bucket: 6fdab180d2fb667984f395260fdb41d3
Cab Guid: 0",1001,,0,4,0,,3.60E+16,3463,Windows Error Reporting,,Application,,,DESKTOP-8OGP4P6,,2/24/21 20:21,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-02-01T04:18:48Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,3462,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/24/21 20:18,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,3461,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/24/21 20:18,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Failure to instantiate storage folder C:\Users\mcguertyj\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\LocalCache for package Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe with Error Code: -2147024809,13,0,,2,0,0,-9.22E+18,3460,Microsoft-Windows-AppModel-State,bff15e13-81bf-45ee-8b16-7cfead00da86,Application,4520,4868,DESKTOP-8OGP4P6,S-1-5-21-110707328-881830710-1281915939-1001,2/24/21 17:51,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Error,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Failure to instantiate storage folder C:\Users\mcguertyj\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\LocalCache for package Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe with Error Code: -2147024809,13,0,,2,0,0,-9.22E+18,3459,Microsoft-Windows-AppModel-State,bff15e13-81bf-45ee-8b16-7cfead00da86,Application,8336,9960,DESKTOP-8OGP4P6,S-1-5-21-110707328-881830710-1281915939-1001,2/24/21 17:33,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Error,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
The VSS service is shutting down due to idle timeout. ,8224,,0,4,0,,3.60E+16,3458,VSS,,Application,,,DESKTOP-8OGP4P6,,2/24/21 17:28,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Failure to instantiate storage folder C:\Users\mcguertyj\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\LocalCache for package Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe with Error Code: -2147024809,13,0,,2,0,0,-9.22E+18,3457,Microsoft-Windows-AppModel-State,bff15e13-81bf-45ee-8b16-7cfead00da86,Application,128,8292,DESKTOP-8OGP4P6,S-1-5-21-110707328-881830710-1281915939-1001,2/24/21 17:21,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Error,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Service stopped.,0,,0,4,0,,3.60E+16,3456,edgeupdate,,Application,,,DESKTOP-8OGP4P6,,2/24/21 16:57,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Creator Subject:  Security ID:    Logon ID:  0x4bf  Target Subject:    Account Name:  rsmith   New Process Name: C:\Sales\forecast.exe   Process Command Line: C:\Windows\System32\cmd.exe c:\users\bwilliams\tasklist.exe,4688,,0,4,0,,3.60E+16,3455,gupdate,,Application,,,DESKTOP-8OGP4P6,,2/24/21 16:44,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,,,,,System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-02-01T00:33:38Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,3454,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/24/21 16:33,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,3453,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/24/21 16:33,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,3452,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/24/21 16:32,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-01-31T04:27:57Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,3451,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/23/21 20:27,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,3450,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/24/21 16:31,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-01-31T03:43:09Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,3449,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/23/21 19:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,3448,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/23/21 19:42,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,3447,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/23/21 19:42,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,3446,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/23/21 19:42,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-01-31T02:57:30Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,3445,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/23/21 18:57,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,3444,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/23/21 18:57,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
